FecAcc;MesAcc;TipoAcc;ZonaAcc;Turno;TotalAcc;TotalAccH;TotalAccM;EdadPrm;EdadPromH;EdadPromM;DiaDescPromH;DiaDescPromM;MtoDescPromH;MtoDescPromM;CostoDiario
2022-08-12;202208;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;NOCHE;1;0.0;1.0;66.0;0.0;66.0;0.0;3.0;0.0;174.56;58.18666666666667
2022-08-13;202208;ATRAPADO POR OBJETOS;EXTREMIDAD SUPERIOR;DIA;2;2.0;0.0;28.0;28.0;0.0;32.0;0.0;3138.33;0.0;146.42366666666666
2022-08-13;202208;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;DIA;4;3.0;1.0;32.0;36.0;21.0;6.0;3.0;379.92333333333335;135.95;238.94666666666666
2022-08-13;202208;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;DIA;3;3.0;0.0;26.0;26.0;0.0;14.0;0.0;986.6766666666667;0.0;226.99291666666664
2022-08-13;202208;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;TARDE;1;1.0;0.0;26.0;26.0;0.0;20.0;0.0;1228.89;0.0;61.444500000000005
2022-08-13;202208;CAIDA DE OBJETOS;TRONCO;DIA;1;1.0;0.0;37.0;37.0;0.0;5.0;0.0;170.83;0.0;34.166000000000004
2022-08-13;202208;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;DIA;2;1.0;1.0;36.0;44.0;27.0;2.0;2.0;139.72;135.67;137.695
2022-08-13;202208;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;NOCHE;1;1.0;0.0;26.0;26.0;0.0;9.0;0.0;628.74;0.0;69.86
2022-08-13;202208;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;DIA;2;1.0;1.0;38.0;24.0;52.0;4.0;18.0;184.55;1800.0;146.1375
2022-08-13;202208;CAIDA DE PERSONAS;OTROS;DIA;1;0.0;1.0;33.0;0.0;33.0;0.0;7.0;0.0;489.02;69.86
2022-08-13;202208;CAIDA DE PERSONAS;TRONCO;DIA;1;1.0;0.0;21.0;21.0;0.0;7.0;0.0;489.02;0.0;69.86
2022-08-13;202208;CONTACTO CON TEMPERATURA EXTREMA;EXTREMIDAD SUPERIOR;TARDE;1;0.0;1.0;35.0;0.0;35.0;0.0;3.0;0.0;209.58;69.86
2022-08-13;202208;GOLPES CONTRA OBJETOS;CABEZA;TARDE;1;1.0;0.0;46.0;46.0;0.0;5.0;0.0;372.62;0.0;74.524
2022-08-13;202208;GOLPES CONTRA OBJETOS;EXTREMIDAD SUPERIOR;TARDE;1;1.0;0.0;25.0;25.0;0.0;4.0;0.0;257.22;0.0;64.305
2022-08-13;202208;GOLPES CONTRA OBJETOS;OTROS;DIA;1;1.0;0.0;35.0;35.0;0.0;3.0;0.0;312.17;0.0;104.05666666666667
2022-08-13;202208;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;DIA;5;5.0;0.0;36.0;36.0;0.0;3.0;0.0;244.192;0.0;360.4133333333333
2022-08-13;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;DIA;1;1.0;0.0;24.0;24.0;0.0;4.0;0.0;97.82;0.0;24.455
2022-08-13;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;NOCHE;1;1.0;0.0;20.0;20.0;0.0;7.0;0.0;301.78;0.0;43.11142857142857
2022-08-13;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;DIA;12;9.0;3.0;31.0;31.0;31.0;10.0;4.0;531.6288888888889;254.64666666666668;649.8783809523809
2022-08-13;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;NOCHE;1;1.0;0.0;31.0;31.0;0.0;5.0;0.0;799.28;0.0;159.856
2022-08-13;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;TARDE;1;0.0;1.0;41.0;0.0;41.0;0.0;2.0;0.0;123.26;61.63
2022-08-13;202208;MANIPULACION OBJETOS POR ESFUERZO;OTROS;DIA;5;5.0;0.0;33.0;33.0;0.0;3.0;0.0;268.408;0.0;426.51
2022-08-13;202208;MANIPULACION OBJETOS POR ESFUERZO;OTROS;TARDE;2;1.0;1.0;32.0;20.0;43.0;5.0;123.0;349.3;4622.75;107.44333333333333
2022-08-13;202208;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;DIA;3;3.0;0.0;39.0;39.0;0.0;4.0;0.0;226.40666666666667;0.0;215.52666666666667
2022-08-14;202208;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;DIA;1;0.0;1.0;22.0;0.0;22.0;0.0;5.0;0.0;126.27;25.253999999999998
2022-08-14;202208;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;DIA;1;0.0;1.0;30.0;0.0;30.0;0.0;3.0;0.0;164.21;54.73666666666667
2022-08-14;202208;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;DIA;1;1.0;0.0;21.0;21.0;0.0;9.0;0.0;628.74;0.0;69.86
2022-08-14;202208;CAIDA DE PERSONAS;TRONCO;DIA;1;1.0;0.0;50.0;50.0;0.0;2.0;0.0;69.48;0.0;34.74
2022-08-14;202208;CONTACTO CON TEMPERATURA EXTREMA;CABEZA;DIA;1;0.0;1.0;21.0;0.0;21.0;0.0;4.0;0.0;156.48;39.12
2022-08-14;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;DIA;1;0.0;1.0;52.0;0.0;52.0;0.0;3.0;0.0;209.58;69.86
2022-08-14;202208;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;DIA;1;0.0;1.0;41.0;0.0;41.0;0.0;3.0;0.0;209.58;69.86
2022-08-15;202208;ATRAPADO POR OBJETOS;EXTREMIDAD SUPERIOR;DIA;2;2.0;0.0;35.0;35.0;0.0;18.0;0.0;1187.43;0.0;216.3876666666667
2022-08-15;202208;ATRAPADO POR OBJETOS;OTROS;DIA;1;1.0;0.0;31.0;31.0;0.0;3.0;0.0;209.58;0.0;69.86
2022-08-15;202208;CAIDA DE OBJETOS;CABEZA;DIA;2;1.0;1.0;23.0;20.0;26.0;2.0;10.0;139.72;698.6;139.72
2022-08-15;202208;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;DIA;2;1.0;1.0;37.0;51.0;23.0;3.0;2.0;145.8;139.72;118.46000000000001
2022-08-15;202208;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;NOCHE;1;1.0;0.0;51.0;51.0;0.0;15.0;0.0;729.0;0.0;48.6
2022-08-15;202208;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;TARDE;2;2.0;0.0;46.0;46.0;0.0;6.0;0.0;482.845;0.0;162.3775
2022-08-15;202208;CAIDA DE OBJETOS;OTROS;DIA;1;0.0;1.0;60.0;0.0;60.0;0.0;7.0;0.0;263.08;37.582857142857144
2022-08-15;202208;CAIDA DE PERSONAS;CABEZA;DIA;2;2.0;0.0;34.0;34.0;0.0;1.0;0.0;69.86;0.0;139.72
2022-08-15;202208;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;DIA;7;3.0;4.0;46.0;51.0;42.0;4.0;3.0;197.25333333333333;183.0825;412.5966666666667
2022-08-15;202208;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;NOCHE;1;1.0;0.0;19.0;19.0;0.0;1.0;0.0;69.86;0.0;69.86
2022-08-15;202208;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;DIA;2;2.0;0.0;40.0;40.0;0.0;2.0;0.0;158.055;0.0;106.53
2022-08-15;202208;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;TARDE;1;1.0;0.0;49.0;49.0;0.0;4.0;0.0;774.97;0.0;193.7425
2022-08-15;202208;CAIDA DE PERSONAS;TRONCO;DIA;1;1.0;0.0;29.0;29.0;0.0;5.0;0.0;300.0;0.0;60.0
2022-08-15;202208;CONTACTO CON TEMPERATURA EXTREMA;EXTREMIDAD SUPERIOR;DIA;1;1.0;0.0;19.0;19.0;0.0;7.0;0.0;489.02;0.0;69.86
2022-08-15;202208;CONTACTO CON TEMPERATURA EXTREMA;EXTREMIDAD SUPERIOR;NOCHE;1;1.0;0.0;29.0;29.0;0.0;3.0;0.0;209.58;0.0;69.86
2022-08-15;202208;GOLPES CONTRA OBJETOS;CABEZA;DIA;1;1.0;0.0;44.0;44.0;0.0;2.0;0.0;62.0;0.0;31.0
2022-08-15;202208;GOLPES CONTRA OBJETOS;EXTREMIDAD INFERIOR;TARDE;1;1.0;0.0;30.0;30.0;0.0;2.0;0.0;139.72;0.0;69.86
2022-08-15;202208;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;DIA;15;13.0;2.0;37.0;38.0;29.0;3.0;2.0;225.28;84.975;1151.92
2022-08-15;202208;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;NOCHE;1;1.0;0.0;41.0;41.0;0.0;2.0;0.0;150.36;0.0;75.18
2022-08-15;202208;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;TARDE;2;2.0;0.0;30.0;30.0;0.0;2.0;0.0;189.875;0.0;149.49666666666667
2022-08-15;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;DIA;16;14.0;2.0;41.0;41.0;43.0;6.0;3.0;477.0185714285714;158.91;1152.8966666666668
2022-08-15;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;NOCHE;1;1.0;0.0;20.0;20.0;0.0;2.0;0.0;139.72;0.0;69.86
2022-08-15;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;TARDE;3;3.0;0.0;30.0;30.0;0.0;3.0;0.0;177.65666666666667;0.0;175.82666666666668
2022-08-15;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;DIA;17;13.0;4.0;35.0;35.0;35.0;4.0;4.0;238.24076923076925;285.1275;1082.345
2022-08-15;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;NOCHE;1;1.0;0.0;21.0;21.0;0.0;3.0;0.0;209.58;0.0;69.86
2022-08-15;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;TARDE;2;1.0;1.0;32.0;27.0;36.0;2.0;3.0;180.5;112.75;127.83333333333334
2022-08-15;202208;MANIPULACION OBJETOS POR ESFUERZO;OTROS;DIA;2;1.0;1.0;22.0;18.0;27.0;2.0;2.0;139.72;63.77;101.745
2022-08-15;202208;MANIPULACION OBJETOS POR ESFUERZO;OTROS;TARDE;1;1.0;0.0;54.0;54.0;0.0;3.0;0.0;209.58;0.0;69.86
2022-08-15;202208;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;DIA;6;5.0;1.0;40.0;36.0;55.0;3.0;2.0;227.494;139.72;429.015
2022-08-16;202208;ATRAPADO POR OBJETOS;EXTREMIDAD SUPERIOR;DIA;5;4.0;1.0;37.0;38.0;33.0;12.0;3.0;797.0825;209.58;296.30291666666665
2022-08-16;202208;CAIDA DE OBJETOS;CABEZA;DIA;3;3.0;0.0;28.0;28.0;0.0;4.0;0.0;256.15333333333336;0.0;209.57999999999998
2022-08-16;202208;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;DIA;2;1.0;1.0;31.0;39.0;23.0;4.0;4.0;279.44;80.85;90.07249999999999
2022-08-16;202208;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;TARDE;1;0.0;1.0;21.0;0.0;21.0;0.0;4.0;0.0;173.67;43.4175
2022-08-16;202208;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;DIA;3;3.0;0.0;24.0;24.0;0.0;8.0;0.0;477.9166666666667;0.0;193.9425
2022-08-16;202208;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;TARDE;1;0.0;1.0;32.0;0.0;32.0;0.0;3.0;0.0;209.58;69.86
2022-08-16;202208;CAIDA DE OBJETOS;TRONCO;DIA;1;1.0;0.0;29.0;29.0;0.0;30.0;0.0;2015.0;0.0;67.16666666666667
2022-08-16;202208;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;DIA;5;3.0;2.0;44.0;44.0;46.0;5.0;12.0;267.01;786.975;277.7101666666666
2022-08-16;202208;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;NOCHE;1;0.0;1.0;32.0;0.0;32.0;0.0;1.0;0.0;39.75;39.75
2022-08-16;202208;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;DIA;2;1.0;1.0;59.0;69.0;49.0;2.0;7.0;139.72;263.08;107.44285714285715
2022-08-16;202208;CAIDA DE PERSONAS;OTROS;DIA;2;1.0;1.0;33.0;40.0;26.0;9.0;3.0;628.74;209.58;139.72
2022-08-16;202208;CAIDA DE PERSONAS;OTROS;NOCHE;1;1.0;0.0;34.0;34.0;0.0;6.0;0.0;419.16;0.0;69.86
2022-08-16;202208;CAIDA DE PERSONAS;TRONCO;DIA;2;2.0;0.0;36.0;36.0;0.0;4.0;0.0;314.37;0.0;139.72
2022-08-16;202208;CAIDA DE PERSONAS;TRONCO;NOCHE;1;0.0;1.0;37.0;0.0;37.0;0.0;2.0;0.0;375.49;187.745
2022-08-16;202208;CONTACTO CON TEMPERATURA EXTREMA;CABEZA;DIA;2;2.0;0.0;30.0;30.0;0.0;2.0;0.0;104.16;0.0;103.34666666666666
2022-08-16;202208;CONTACTO CON TEMPERATURA EXTREMA;EXTREMIDAD SUPERIOR;NOCHE;1;1.0;0.0;29.0;29.0;0.0;3.0;0.0;171.37;0.0;57.123333333333335
2022-08-16;202208;CONTACTO CON TEMPERATURA EXTREMA;OTROS;NOCHE;1;1.0;0.0;34.0;34.0;0.0;3.0;0.0;209.58;0.0;69.86
2022-08-16;202208;GOLPES CONTRA OBJETOS;CABEZA;DIA;1;1.0;0.0;27.0;27.0;0.0;2.0;0.0;139.72;0.0;69.86
2022-08-16;202208;GOLPES CONTRA OBJETOS;EXTREMIDAD INFERIOR;DIA;1;1.0;0.0;33.0;33.0;0.0;3.0;0.0;266.08;0.0;88.69333333333333
2022-08-16;202208;GOLPES CONTRA OBJETOS;EXTREMIDAD INFERIOR;TARDE;1;1.0;0.0;43.0;43.0;0.0;9.0;0.0;628.74;0.0;69.86
2022-08-16;202208;GOLPES CONTRA OBJETOS;EXTREMIDAD SUPERIOR;DIA;1;1.0;0.0;62.0;62.0;0.0;4.0;0.0;279.44;0.0;69.86
2022-08-16;202208;GOLPES CONTRA OBJETOS;EXTREMIDAD SUPERIOR;NOCHE;1;1.0;0.0;38.0;38.0;0.0;7.0;0.0;396.86;0.0;56.69428571428572
2022-08-16;202208;GOLPES CONTRA OBJETOS;TRONCO;NOCHE;1;1.0;0.0;37.0;37.0;0.0;1.0;0.0;98.25;0.0;98.25
2022-08-16;202208;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;DIA;5;4.0;1.0;24.0;24.0;25.0;2.0;3.0;157.5125;209.58;349.955
2022-08-16;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;DIA;6;5.0;1.0;42.0;41.0;49.0;8.0;2.0;383.262;139.72;332.1564761904762
2022-08-16;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;TARDE;1;1.0;0.0;38.0;38.0;0.0;1.0;0.0;82.0;0.0;82.0
2022-08-16;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;DIA;11;7.0;4.0;39.0;40.0;37.0;7.0;4.0;435.4814285714286;264.5575;863.8829166666667
2022-08-16;202208;MANIPULACION OBJETOS POR ESFUERZO;OTROS;DIA;6;4.0;2.0;39.0;40.0;36.0;7.0;3.0;627.9475;156.215;432.505
2022-08-16;202208;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;DIA;2;2.0;0.0;29.0;29.0;0.0;3.0;0.0;209.58;0.0;139.72
2022-08-16;202208;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;TARDE;1;1.0;0.0;25.0;25.0;0.0;3.0;0.0;209.58;0.0;69.86
2022-08-17;202208;ATRAPADO POR OBJETOS;EXTREMIDAD SUPERIOR;DIA;5;5.0;0.0;26.0;26.0;0.0;5.0;0.0;311.302;0.0;273.3666666666667
2022-08-17;202208;ATRAPADO POR OBJETOS;EXTREMIDAD SUPERIOR;NOCHE;2;1.0;1.0;44.0;55.0;33.0;4.0;3.0;446.15;218.12;184.24416666666667
2022-08-17;202208;CAIDA DE OBJETOS;CABEZA;DIA;4;3.0;1.0;38.0;38.0;36.0;2.0;3.0;135.0;145.67;240.23666666666665
2022-08-17;202208;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;DIA;2;1.0;1.0;30.0;31.0;29.0;4.0;2.0;227.0;139.72;126.61
2022-08-17;202208;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;DIA;2;2.0;0.0;38.0;38.0;0.0;6.0;0.0;365.22499999999997;0.0;95.51033333333334
2022-08-17;202208;CAIDA DE OBJETOS;OTROS;DIA;1;1.0;0.0;21.0;21.0;0.0;3.0;0.0;47.73;0.0;15.909999999999998
2022-08-17;202208;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;DIA;5;3.0;2.0;41.0;42.0;40.0;7.0;5.0;332.9433333333333;375.1;301.71825
2022-08-17;202208;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;DIA;3;2.0;1.0;40.0;38.0;44.0;9.0;4.0;615.165;279.44;207.76999999999998
2022-08-17;202208;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;TARDE;1;0.0;1.0;24.0;0.0;24.0;0.0;4.0;0.0;266.67;66.6675
2022-08-17;202208;CAIDA DE PERSONAS;OTROS;DIA;3;3.0;0.0;35.0;35.0;0.0;4.0;0.0;262.6666666666667;0.0;211.36
2022-08-17;202208;CONTACTO CON SUSTANCIAS NOCIVAS;EXTREMIDAD SUPERIOR;DIA;2;2.0;0.0;28.0;28.0;0.0;3.0;0.0;224.0;0.0;149.33333333333334
2022-08-17;202208;CONTACTO CON TEMPERATURA EXTREMA;EXTREMIDAD SUPERIOR;DIA;2;2.0;0.0;24.0;24.0;0.0;4.0;0.0;304.775;0.0;152.3875
2022-08-17;202208;GOLPES CONTRA OBJETOS;CABEZA;DIA;1;1.0;0.0;19.0;19.0;0.0;5.0;0.0;70.78;0.0;14.156
2022-08-17;202208;GOLPES CONTRA OBJETOS;EXTREMIDAD INFERIOR;DIA;2;1.0;1.0;28.0;27.0;30.0;3.0;7.0;209.58;933.33;203.19285714285712
2022-08-17;202208;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;DIA;5;5.0;0.0;38.0;38.0;0.0;3.0;0.0;218.85999999999999;0.0;399.44166666666666
2022-08-17;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;DIA;3;3.0;0.0;25.0;25.0;0.0;2.0;0.0;160.44;0.0;207.01333333333332
2022-08-17;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;DIA;19;14.0;5.0;31.0;33.0;24.0;5.0;4.0;343.88500000000005;206.846;1316.8494404761905
2022-08-17;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;NOCHE;3;3.0;0.0;21.0;21.0;0.0;6.0;0.0;376.6133333333333;0.0;168.96969696969697
2022-08-17;202208;MANIPULACION OBJETOS POR ESFUERZO;OTROS;DIA;1;1.0;0.0;44.0;44.0;0.0;7.0;0.0;562.31;0.0;80.33
2022-08-17;202208;MANIPULACION OBJETOS POR ESFUERZO;OTROS;NOCHE;1;1.0;0.0;45.0;45.0;0.0;3.0;0.0;1150.86;0.0;383.61999999999995
2022-08-17;202208;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;DIA;6;6.0;0.0;50.0;50.0;0.0;3.0;0.0;180.49666666666667;0.0;366.84000000000003
2022-08-17;202208;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;NOCHE;1;1.0;0.0;42.0;42.0;0.0;3.0;0.0;1230.67;0.0;410.22333333333336
2022-08-17;202208;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;TARDE;1;0.0;1.0;25.0;0.0;25.0;0.0;2.0;0.0;78.67;39.335
2022-08-18;202208;ATRAPADO POR OBJETOS;EXTREMIDAD SUPERIOR;DIA;6;3.0;3.0;46.0;44.0;48.0;5.0;2.0;481.77666666666664;116.52999999999999;547.5583333333333
2022-08-18;202208;ATRAPADO POR OBJETOS;EXTREMIDAD SUPERIOR;TARDE;1;1.0;0.0;39.0;39.0;0.0;7.0;0.0;614.09;0.0;87.72714285714287
2022-08-18;202208;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;DIA;4;2.0;2.0;30.0;32.0;28.0;4.0;2.0;226.92;170.72;278.788
2022-08-18;202208;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;TARDE;1;1.0;0.0;31.0;31.0;0.0;3.0;0.0;209.58;0.0;69.86
2022-08-18;202208;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;DIA;6;6.0;0.0;30.0;30.0;0.0;13.0;0.0;1318.0483333333334;0.0;469.618
2022-08-18;202208;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;TARDE;1;1.0;0.0;46.0;46.0;0.0;14.0;0.0;607.83;0.0;43.416428571428575
2022-08-18;202208;CAIDA DE PERSONAS;CABEZA;TARDE;1;1.0;0.0;40.0;40.0;0.0;7.0;0.0;710.97;0.0;101.56714285714285
2022-08-18;202208;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;DIA;4;0.0;4.0;33.0;0.0;33.0;0.0;3.0;0.0;140.79000000000002;176.79000000000002
2022-08-18;202208;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;TARDE;1;1.0;0.0;31.0;31.0;0.0;3.0;0.0;209.58;0.0;69.86
2022-08-18;202208;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;DIA;3;3.0;0.0;39.0;39.0;0.0;2.0;0.0;115.85666666666667;0.0;177.94833333333332
2022-08-18;202208;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;NOCHE;1;1.0;0.0;34.0;34.0;0.0;30.0;0.0;2100.0;0.0;70.0
2022-08-18;202208;CAIDA DE PERSONAS;OTROS;DIA;4;2.0;2.0;40.0;41.0;40.0;4.0;4.0;347.07000000000005;189.915;264.6685
2022-08-18;202208;CAIDA DE PERSONAS;TRONCO;DIA;1;1.0;0.0;27.0;27.0;0.0;4.0;0.0;298.89;0.0;74.7225
2022-08-18;202208;CONTACTO CON TEMPERATURA EXTREMA;CABEZA;DIA;1;1.0;0.0;56.0;56.0;0.0;2.0;0.0;121.83;0.0;60.915
2022-08-18;202208;CONTACTO CON TEMPERATURA EXTREMA;EXTREMIDAD SUPERIOR;DIA;1;1.0;0.0;40.0;40.0;0.0;3.0;0.0;346.76;0.0;115.58666666666666
2022-08-18;202208;GOLPES CONTRA OBJETOS;EXTREMIDAD SUPERIOR;DIA;2;1.0;1.0;31.0;18.0;44.0;7.0;4.0;489.02;317.87;149.3275
2022-08-18;202208;GOLPES CONTRA OBJETOS;EXTREMIDAD SUPERIOR;TARDE;1;1.0;0.0;40.0;40.0;0.0;3.0;0.0;274.1;0.0;91.36666666666667
2022-08-18;202208;GOLPES CONTRA OBJETOS;OTROS;TARDE;1;1.0;0.0;19.0;19.0;0.0;4.0;0.0;211.33;0.0;52.8325
2022-08-18;202208;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;DIA;8;8.0;0.0;31.0;31.0;0.0;2.0;0.0;215.00125;0.0;657.7046666666666
2022-08-18;202208;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;TARDE;2;1.0;1.0;38.0;46.0;31.0;7.0;2.0;2325.47;139.72;402.07
2022-08-18;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;DIA;4;3.0;1.0;34.0;33.0;37.0;5.0;5.0;349.3;240.17;257.61400000000003
2022-08-18;202208;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;DIA;10;9.0;1.0;34.0;33.0;42.0;5.0;5.0;367.13;186.85;589.1396666666667
2022-08-18;202208;MANIPULACION OBJETOS POR ESFUERZO;OTROS;DIA;3;3.0;0.0;39.0;39.0;0.0;2.0;0.0;139.72;0.0;209.57999999999998
2022-08-18;202208;MANIPULACION OBJETOS POR ESFUERZO;OTROS;TARDE;1;1.0;0.0;30.0;30.0;0.0;2.0;0.0;127.93;0.0;63.965
2022-08-18;202208;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;DIA;4;4.0;0.0;35.0;35.0;0.0;3.0;0.0;169.37;0.0;234.80916666666667
2022-08-19;202208;ATRAPADO POR OBJETOS;EXTREMIDAD INFERIOR;NOCHE;1;1.0;0.0;24.0;24.0;0.0;4.0;0.0;279.44;0.0;69.86
2022-08-19;202208;ATRAPADO POR OBJETOS;EXTREMIDAD SUPERIOR;DIA;1;1.0;0.0;39.0;39.0;0.0;6.0;0.0;354.83;0.0;59.13833333333333
2022-08-19;202208;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;DIA;2;2.0;0.0;38.0;38.0;0.0;3.0;0.0;174.84;0.0;116.56
2022-08-19;202208;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;TARDE;2;1.0;1.0;36.0;41.0;31.0;4.0;5.0;409.22;596.48;221.601
2022-08-19;202208;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;DIA;3;3.0;0.0;32.0;32.0;0.0;4.0;0.0;267.03333333333336;0.0;173.88666666666666
2022-08-19;202208;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;NOCHE;1;0.0;1.0;52.0;0.0;52.0;0.0;3.0;0.0;209.58;69.86
2022-08-19;202208;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;TARDE;2;2.0;0.0;36.0;36.0;0.0;4.0;0.0;288.13;0.0;144.065
2022-08-19;202208;CAIDA DE OBJETOS;TRONCO;TARDE;1;1.0;0.0;20.0;20.0;0.0;50.0;0.0;3493.0;0.0;69.86
2022-08-19;202208;CAIDA DE PERSONAS;CABEZA;DIA;2;2.0;0.0;47.0;47.0;0.0;4.0;0.0;244.51;0.0;139.72
2022-08-19;202208;CAIDA DE PERSONAS;CABEZA;TARDE;1;1.0;0.0;34.0;34.0;0.0;5.0;0.0;349.3;0.0;69.86
2022-08-19;202208;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;DIA;4;3.0;1.0;34.0;35.0;30.0;3.0;2.0;296.25666666666666;122.92;300.486
2022-08-19;202208;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;DIA;8;5.0;3.0;36.0;37.0;35.0;11.0;3.0;738.64;243.07000000000002;626.7542380952381
2022-08-19;202208;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;TARDE;3;2.0;1.0;29.0;32.0;24.0;2.0;2.0;139.72;63.78;171.61
2022-08-19;202208;CAIDA DE PERSONAS;OTROS;DIA;1;0.0;1.0;69.0;0.0;69.0;0.0;2.0;0.0;218.65;109.325
2022-08-19;202208;CAIDA DE PERSONAS;TRONCO;DIA;2;1.0;1.0;36.0;46.0;26.0;3.0;3.0;209.58;209.58;139.72
2022-08-19;202208;CONTACTO CON SUSTANCIAS NOCIVAS;CABEZA;DIA;1;1.0;0.0;23.0;23.0;0.0;3.0;0.0;129.89;0.0;43.29666666666666
2022-08-19;202208;GOLPES CONTRA OBJETOS;CABEZA;DIA;1;1.0;0.0;34.0;34.0;0.0;3.0;0.0;209.58;0.0;69.86
